ItemNumber,Description,PrimaryVendorNumber,VendorItem,MfgId,MfgName,MfgItemCount,LastCost,StdCost,AvgCost,Revision,ItemLeadTime,DefaultWhse,TotalQty
99-10082-0000,"EC-010-053SA Crisper Labor",RWT100,"Assembly EC-010-053SA Crisper",,,0,5.230000000000000000,0.000000,5.230000,,28,,0.000000
99-10083-0000,"SMT/TH Labor of EC-010-050SA Lg UI",ACC101,"SMT/TH Labor of EC-010-050SA Lg UI",,,0,10.500000000000000000,0.000000,10.500000,,28,ELANSR,0.000000
99-10084-0000,"Turnkey SubAssembly, EMC2",RWT100,"EC-026-007A001 SA Turnkey",,,0,32.870000000000000000,0.000000,32.870000,,77,,
99-10085-0000,"SMT/TH Labor Only EC-026-014SA",RWT100,"Labor Only EC-026-014SA, EMC2",,,0,9.540000000000000000,0.000000,9.540000,,7,ELANSR,0.000000
99-10086-0000,"SMT/TH Labor LVIO EC-035-007",RWT100,"EC-035-007 Prototypes",,,0,57.460000000000000000,0.000000,57.460000,,3,ELANSR,0.000000
99-10087-0000,"SMT/TH assembly of 84-10184X4",RWT100,"Assy of 8410184x4",,,0,31.460000000000000000,0.000000,31.460000,,0,,0.000000
99-10088-0000,"POT Selector w Switch and Harness Assembly 	",WIR102,"30-10079",,,0,1.900000000000000000,1.900000,1.900000,,18,ELANSR,0.000000
99-10089-0000,"SMT/TH Labor assembly of EC-030-001 XLT MC",CMP100,"Labor -Kit Build EC-030-001 XLT MC",,,0,12.390000000000000000,12.390000,12.390000,,0,,461.000000
99-10090-0000,"SMT/TH Labor assembly of EC-030-003 XLT UI",CMP100,"Labor -Kit Build EC-030-003 XLT UI",,,0,8.960000000000000000,8.960000,8.960000,,0,,0.000000
99-10091-0000,"SMT/TH Labor assembly of EC-030-005 XLT UI",CMP100,"Labor -Kit Build EC-030-005 XLT VH UI",,,0,8.960000000000000000,8.960000,8.960000,,0,,0.000000
99-10092-0000,"SMT Labor assembly of EC-010-069-A002SA",CMP100,"Labor -Kit Build EC-010-069A002SA",,,0,2.210000000000000000,2.210000,2.210000,,0,,0.725000
99-10093-0000,"Labor assembly of EC-026-001A003",CMP100,"Labor -Kit Build EC-026-001A003",,,0,11.200000000000000000,11.200000,11.200000,,0,,1279.000000
99-99999-9999,"Test component",,"",,,0,0.010000000000000000,0.010000,0.010000,,60,,0.000000
C98-10015-A001,"98-10015-A001 Fitting,Comp_NPT,3/8 to 1/4, Poly, Straight",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10015-A002,"98-10015-A002 Fitting,Comp_NPT,3/8  to 1/4, Poly, 90 Deg",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10016-A006,"98-10016-A006 Fitting, Tube, 3/8,6""",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10017-A001,"98-10017-A001 Fitting, NPT_Luer M, 1_4 NPT, Plastic,Straight",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-A012,"98-10018-A012, Fitting, Disp Needle, .5 in Stainless, 12 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-A015,"98-10018-A015 Fitting, Disp Needle,1_2 Stainless, 15 gal",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-A019,"98-10018-A019, Fitting, Disp Needle, .5 in, 19 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-B012,"98-10018-B012, Fitting, Disp Needle, 1 in Stainless, 12 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-B015,"98-10018-B015, Fitting, Disp Needle, 1 in, 15 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10018-B018,"98-10018-B018, Fitting, Disp Needle, 1 in, 18 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10019-A001,"98-10019-A001 Fitting, Nozzle, Mixing, 3Mÿ 1.64 oz cart.",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10019-A002,"98-10019-A002 Fitting, Nozzle, Mixing, Potting, 14.125",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10019-A003,"98-10019-A003  Fitting, Nozzle, Mixing, Potting, 9.0",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10019-A004,"98-10019-A004  RM12-26 Mixing Nozzle Set, with Dynamic Mixin",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10020-A001,"98-10020-A001  Fitting, Nozzle, Polyethylene, 1/8 x 2 1/2",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10021-A001,"98-10021-A001  Fitting, Nozzle, Polyethylene, 1/8 x 2 1/2",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10022-A001,"98-10022-A001,  Fitting, Adapter, 1/4"" FNPT x 5/8"" - 11 UNC",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10023-A014,"98-10023-A014, Fitting, Disp Taper Nozzel, 1.25 in, 14 ga",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10023-A016,"98-10023-A022 Fitting, Disp Taper Nozzel, 1.25 in, 16 ga, Bl",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10023-A018,"98-10023-A022 Fitting, Disp Taper Nozzel, 1.25 in, 18 ga, Gr",,"",,,0,0.460000000000000000,0.000000,0.460000,,0,,
C98-10023-A022,"98-10023-A022 Fitting, Disp Taper Nozzel, 1.25 in, 22 ga, Bl",,"",,,0,0.450000000000000000,0.000000,0.450000,,0,,
C98-10024-A001,"98-10024-A001, Fitting, Check Valve, Luer Lock, Fin - Mout,",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10025-A001,"98-10025-A001  Bearing, Shielded, Stainless, 6mm Shaft, 10mm",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10026-A001,"98-10026-A001  Bearing, Shielded, Stainless, 6mm Shaft, 12mm",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10027-A001,"98-10027-A001 Seal, Shaft, 4.5mm ID x 13.74mm OD",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10028-A001,"98-10028-A001 Seal, O-Ring, 5.3mm ID x 10.10mm OD x 2.4mm Th",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10029-A001,"98-10029-A001 Bushing, Smooth, 6mm ID x 10mm OD x 10mm L",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10030-A001,"98-10030-A001 Bushing, Stepped, 6mm ID x 10 / 8.13mm OD x 10",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10031-A001,"98-10031-A001 Shaft, Mixing, 5.92mm OD x 80.0mm L",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10032-A002,"98-10032-A001 Clamp, Mixing Shaft",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10033-A001,"98-10033-A001 Coupler, Shaft, Flexible, 6mm x 8mm x 30mm, st",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
C98-10034-A001,"98-10034-A001Steel Wool, Stainless Steel, 3in x 4in x 1 1/2i",,"",,,0,0.000000000000000000,0.000000,0.000000,,0,,
EC-001-001,"Retherm, 60Hz",,"",,,0,144.280170000000000000,241.019530,96.900000,INB,7,ELANSR,0.000000
EC-001-001A001,"Retherm, 50 Hz",,"",,,0,97.309249000000000000,98.278205,96.900000,INB,7,ELANSR,0.000000
EC-001-001SA1,"Retherm Plate/Pem Stud Assembly",,"",,,0,2.500000000000000000,2.500001,2.500000,EXA,7,ELANSR,0.000000
EC-001-001SA2,"Retherm Assembly",,"",,,0,86.535539000000000000,87.320396,86.100000,EXB,7,ELANSR,5.000000
EC-001-005,"Harness Assembly",,"",,,0,3.230000000000000000,3.230000,3.248978,,7,ELANSR,80.000000
EC-001-006,"Retherm harness, 120V",,"",,,0,3.138000000000000000,3.138000,3.138000,,7,ELANSR,0.000000
EC-001-010,"Combo2",,"",,,0,49.099477300000000000,120.174279,49.099477,P,7,ELANSR,0.000000
EC-001-010SA,"Sub Assembly for Combo 2",,"",,,0,45.918674000000000000,53.560153,45.918674,P,7,ELANSR,0.000000
EC-001-010SA1,"Combo2, Stainless Mounting Plate Assembly",,"",,,0,1.500000000000000000,1.500001,1.500000,A,7,ELANSR,135.000000
EC-001-010SA2,"Combo2 PCB Assembly",,"",,,0,44.161971000000000000,49.855208,44.190000,L,7,ELANSR,0.000000
EC-001-010SASMT,"SMT portion of Combo 2",,"",,,0,9.957872000000000000,9.788626,9.957872,P,14,ELANSR,125.000000
EC-001-010SATH,"TH portion of Combo 2",,"",,,0,34.460802000000000000,42.271526,34.460802,P,14,ELANSR,0.000000
EC-004-003,"RTD Probe, 3"", welded end, no flange",,"",,,0,2.880000000000000000,2.880000,2.880000,A,7,ELANSR,227.000000
EC-004-003IN,"INTERNAL ASSEMBLY OF EC-004-003",,"",,,0,1.770000000000000000,2.880000,1.770000,A,7,ELANSR,0.000000
EC-004-003SA,"24 weeks Subassembly for EC-004-003",DEL102,"SD10244148(A0)",DEL500,"Delta Electronics ",1,2.880000000000000000,2.880000,2.880000,,7,ELANSR,0.000000
EC-004-004,"RTD Probe, 3"" w/ connector",,"",,,0,2.160000000000000000,1.800000,2.160000,A,7,ELANSR,901.000000
EC-004-004A019,"RTD Probe, flanged 19"" Length, AMP (175151-2)",,"",,,0,2.150000000000000000,2.150000,2.150000,A,7,ELANSR,110.000000
EC-004-004A019IN,"RTD Probe, flanged 19"" Length, AMP (175151-2)",,"",,,0,1.960000000000000000,2.150000,1.960000,A,7,ELANSR,0.000000
EC-004-004A019SA,"Subassembly for RTD Probe, flanged 19"" Length, AMP (175151-2",DEL102,"SD10244380",DEL500,"Delta products Corp ",1,2.150000000000000000,2.150000,2.150000,,42,ELANSR,0.000000
EC-004-004IN,"Internal Assembly RTD Probe, 3"" w/ connector",,"",,,0,1.510000000000000000,1.800000,1.510000,A,7,ELANSR,0.000000
EC-004-004SA,"Subassembly for RTD Probe, 3"" w/ connector",DEL102,"SD10244068 (A2)",DEL102,"Delta Probe",1,2.160000000000000000,1.800000,2.160000,,7,ELANSR,0.000000
EC-004-006,"RTD Probe, 24"" wire harness w/ connector",,"",,,0,3.510000000000000000,3.510000,3.510000,A,7,ELANSR,1000.000000
EC-004-006IN,"EC-004-006 Internal Assembly",,"",,,0,2.340000000000000000,3.510000,2.340000,A,7,ELANSR,0.000000
EC-004-006SA,"Subassy for RTD Probe 24"" wire harness w/connector",DEL102,"SD10244504(A5)",DEL500,"Delta Electronics",1,3.510000000000000000,3.510000,3.510000,,7,ELANSR,0.000000
EC-004-007,"CTS Potentiometer Assembly",,"",,,0,3.547000000000000000,3.547000,3.547000,B,7,ELANSR,0.000000
EC-004-008,"RTD Probe, flanged, 3"" L, 36"" cable, 6"" sheath",,"",,,0,3.690000000000000000,3.200000,3.690000,A,7,ELANSR,2000.000000
EC-004-008IN,"INTERNAL ASSEMBLY FOR WOs EC-004-008",,"",,,0,2.750000000000000000,3.200000,2.750000,A,7,ELANSR,0.000000
EC-004-008SA,"50weeks SubAssy for RTD Probe, flanged,3""L,36"" cable, 6"" she",DEL102,"SD10244915(A1)",,,0,3.690000000000000000,3.200000,3.690000,,7,ELANSR,0.000000
EC-004-009,"Oven selector input; 1 pos",,"",,,0,15.917371185000000000,0.000000,15.917371,D,7,ELANSR,43.000000
EC-004-009IN,"INTERNAL ASSEMBLY EC-004-009",,"",,,0,3.610000000000000000,0.000000,3.610000,A,7,ELANSR,0.000000
EC-004-009SA,"SA for EC-004-009 Oven selector input; 1 pos",ATR100,"EC-004-009SA",,,0,4.510000000000000000,0.000000,4.510000,D,7,ELANSR,0.000000
EC-004-009SAIN,"SAIN for EC-004-009 Oven selector input; 1 pos",,"",,,0,15.917068646000000000,0.000000,15.917069,D,0,ELANSR,0.000000
EC-004-009SATH,"TH for EC-004-009 Oven selector input; 1 pos",,"",,,0,1.109101000000000000,0.000000,1.109101,D,0,ELANSR,40.000000
EC-004-011,"Harness, probe, 36"" Do we need pkg?",,"",,,0,0.750000000000000000,2.287000,0.750000,A,7,ELANSR,599.000000
EC-004-011A001,"Harness, probe, 36"" w/ fastons",,"",,,0,0.000000000000000000,0.000000,2.442000,,7,ELANSR,0.000000
EC-004-011IN,"INTERNAL - Harness probe, 36""",,"",,,0,2.099000000000000000,2.287000,2.099000,A,7,ELANSR,0.000000
EC-004-011SA,"Subassembly for Harness, probe, 36""",SIN100,"EC-004-011SA",BEL500,"Belford Electronics",2,0.750000000000000000,2.287000,0.750000,,7,ELANSR,0.000000
EC-004-011SA,"Subassembly for Harness, probe, 36""",SIN100,"EC-004-011SA",SIN500,"Sinnhong",2,0.750000000000000000,2.287000,0.750000,,7,ELANSR,0.000000
EC-004-012,"Harness, probe, 72""",,"",,,0,1.422731000000000000,0.012738,1.422731,A,7,ELANSR,0.000000
EC-004-012SA,"Subassembly for Harness 72""",SIN100,"EC-004-012SA",BEL500,"Belford Electronics",2,1.410000000000000000,0.000000,1.410000,,7,ELANSR,0.000000
EC-004-012SA,"Subassembly for Harness 72""",SIN100,"EC-004-012SA",SIN500,"Sinnhong",2,1.410000000000000000,0.000000,1.410000,,7,ELANSR,0.000000
EC-004-016,"RTD probe, flanged, 7"" L, 6"" cable",,"",,,0,4.610000000000000000,4.610000,4.610000,A,7,ELANSR,0.000000
EC-004-016IN,"iNTERNAL RTD probe, flanged, 7"" L, 6"" cable",,"",,,0,3.800000000000000000,4.610000,3.800000,A,7,ELANSR,0.000000
EC-004-016SA,"Subassembly for RTD probe, flanged, 7"" L, 6"" cable 22 weeks!",DEL102,"SD10244031",DEL500,"Delta",1,4.610000000000000000,4.610000,4.610000,,7,ELANSR,0.000000
EC-004-018,"LC TSTAT",,"",,,0,11.270000000000000000,7.978113,11.270029,C,7,ELANSR,0.000000
EC-004-018A000," EC004018A000SA   LC TSTAT( Use the SA)",,"",,,0,11.270000000000000000,12.221590,11.270000,E,7,ELANSR,0.000000
EC-004-018A000SA,"SS Finished Subassembly LCTSTAT",ATR100,"EC-004-018A000SA",SUR500,"Sure Smart",1,13.840000000000000000,12.221590,13.093704,H,7,ELANSR,37.000000
EC-004-018A000SAIN,"SAIN for SS Finished Subassembly LCTSTAT",,"",,,0,11.072072080000000000,0.000000,11.072072,H,0,ELANSR,57.000000
EC-004-018A000SASMT,"SMT for SS Finished Subassembly LCTSTAT",,"",,,0,2.784972000000000000,0.000000,2.785274,H,0,ELANSR,130.000000
EC-004-018A000SATH,"TH for SS Finished Subassembly LCTSTAT",,"",,,0,7.002208000000000000,0.000000,7.002208,H,0,ELANSR,0.000000
EC-004-018A001,"LCTSTAT - South Bend 1181998",,"",,,0,11.270000000000000000,12.234328,11.270000,F,7,ELANSR,0.000000
EC-004-018A002,"LCTSTAT for Alto-Shaam w/o stops",,"",,,0,11.694529000000000000,12.234328,11.694529,F,7,ELANSR,570.000000
EC-004-018A002IN,"INACTIVE>>>INTERNAL ASSEMBLY OF EC-004-018A002",,"",,,0,11.270029000000000000,7.978113,11.270029,IND,7,ELANSR,0.000000
EC-004-018A003,"LCTSTAT for Alto-Shaam w/o stops",,"",,,0,13.233215000000000000,12.234328,13.233215,F,7,ELANSR,0.000000
EC-004-018A004,"LCTSTAT for Alto-Shaam w/o stops, 300 MAX",,"",,,0,15.042539000000000000,12.234328,15.042539,F,7,ELANSR,0.000000
EC-004-018A004IN,"INACTIVE>>>>INTERNAL ASSEMBLY OF EC-004-018a004",,"",,,0,11.270029000000000000,7.978113,11.270029,INB,7,ELANSR,0.000000
EC-004-018A005,"LCTSTAT for Alto-Shaam w/o stops, 200F to 650F",,"",,,0,13.233215000000000000,12.234328,13.233215,F,7,ELANSR,0.000000
EC-004-018A006,"LCTSTAT for Alto-Shaam w/o stops, Infinite Switch",,"",,,0,13.106439000000000000,12.234328,13.106439,F,7,ELANSR,235.000000
EC-004-018A006IN,"INACTIVE>>>>INTERNAL ASSEMBLY OF EC-004-018A006",,"",,,0,11.276306000000000000,7.990851,11.276306,INC,7,ELANSR,0.000000
EC-004-018A007,"LCTSTAT for APW",,"",,,0,13.233215000000000000,12.234328,13.233215,F,7,ELANSR,0.000000
EC-004-018A007IN,"INACTIVE>>>>INTERNAL ASSY of EC-004-018A007",,"",,,0,11.283144000000000000,7.990851,11.283144,D,7,ELANSR,0.000000
EC-004-018A009,"LOW-COST TSTAT - Hatco - Hot well",,"",,,0,5.382857500000000000,12.234328,5.382858,F,7,ELANSR,0.000000
EC-004-018A010,"LOW-COST TSTAT - Alto-Shaam CC-37213",,"",,,0,11.276277000000000000,12.234328,11.276277,F,7,ELANSR,0.000000
EC-004-018A011,"LOW-COST TSTAT - Alto-Shaam CC-37213",,"",,,0,11.282537000000000000,12.234328,11.282537,F,7,ELANSR,0.000000
EC-004-018A012,"Food Warming Infinite Switch",,"",,,0,9.536318000000000000,12.234328,9.536318,B,7,ELANSR,0.000000
EC-004-018A013,"LCTSTAT",,"",,,0,10.740797000000000000,12.535098,10.740797,C,7,ELANSR,0.000000
EC-004-018A013SA,"LOCAL BUILD Subassembly for LC TSTAT",,"",,,0,11.570220400000000000,9.306330,11.570220,C,7,ELANSR,0.000000
EC-004-018A013SASMT,"LOCAL BUILD SA portion for LC TSTAT",,"",,,0,2.710930000000000000,2.774830,2.710930,C,14,ELANSR,0.000000
EC-004-018A013SATH,"LOCAL BUILD TH portion for LC TSTAT",,"",,,0,7.832569000000000000,6.418762,7.832569,C,14,ELANSR,0.000000
EC-004-018A014,"LC TSTAT Vulcan Griddle",,"",,,0,12.376082000000000000,2.482845,12.376082,C,0,ELANSR,0.000000
EC-004-018A015,"LC TSTAT Alto Shaam 100F to 500F",,"",,,0,10.315515000000000000,12.876300,10.315515,X1,0,ELANSR,0.000000
EC-004-018IN,"INACTIVE>>>>> Internal assy of base model LCTSTAT",,"",,,0,11.270242000000000000,7.978113,11.270242,INC,7,ELANSR,0.000000
EC-004-018SA,"LOCAL Elan's Subassembly for LC-TSTAT",,"",,,0,10.277192160000000000,13.114455,10.277192,G,7,ELANSR,1.000000
EC-004-018SA1,"LCTSTAT SMT",,"",,,0,3.988304000000000000,2.075194,4.178793,B,7,ELANSR,0.000000
EC-004-018SASMT,"LOCAL SMT Portion for Elan's Subassembly LC-TSTAT",,"",,,0,2.780780000000000000,2.764084,2.780780,G,14,ELANSR,0.000000
EC-004-018SATH,"LOCAL TH Portion for Elan's subassembly of LC-TSTAT",,"",,,0,6.869187000000000000,9.336163,6.869187,G,14,ELANSR,0.000000
EC-004-019,"RTD probe, w flange",DEL102,"SD10244246",,,0,3.600000000000000000,3.600000,3.600000,,7,ELANSR,6.000000
EC-004-020,"Signal Conditioner, Universal",,"",,,0,10.920000000000000000,13.554824,10.920000,A,7,ELANSR,0.000000
EC-004-020A001,"Universal Signal Conditioner w/ override",,"",,,0,20.895237000000000000,13.554824,20.895237,MOD,7,ELANSR,0.000000
EC-004-020SA,"Subassembly for Univ Signal Conditioner",,"",,,0,10.000000000000000000,12.474127,10.000000,A,7,ELANSR,0.000000
EC-004-020SA1,"THIS IS OBSOLETE",,"",,,0,11.065252000000000000,7.058060,11.064322,EXA,7,,0.000000
EC-004-020SASMT,"SMT Portion for Elan Signal Conditioner",,"",,,0,0.000000000000000000,3.951465,4.140000,A,14,ELANSR,0.000000
EC-004-020SATH,"TH Portion for Elan Signal Conditioner",,"",,,0,0.000000000000000000,8.522662,5.860000,A,14,ELANSR,0.000000
EC-004-021,"Potentiometer assembly",,"",,,0,6.588290975000000000,6.594244,6.588291,B,7,ELANSR,50.000000
EC-004-021SA,"Subassembly for Potentiometer Assembly",BEL100,"99-10018-0000",,,0,1.685000000000000000,6.602000,1.685000,B,7,ELANSR,0.000000
EC-004-021SAIN,"Internal Assembly for POT w/Harness",,"",,,0,6.575965000000000000,6.581738,6.575965,B,0,ELANSR,0.000000
EC-004-022,"Potentiometer assembly, interim",,"",,,0,1.685000000000000000,0.000000,1.685000,A,7,ELANSR,0.000000
EC-004-023,"Thermistor Probe, 100K Ohm, 300PSI, 29"" leads [4.188"" L]",,"",,,1,5.891881170000000000,0.005791,5.891881,A,7,ELANSR,3000.000000
EC-004-023IN,"Thermistor Probe, 100K Ohm, 300PSI, 29"" leads [4.188"" L]",,"",,,1,5.280000000000000000,0.010791,5.280000,A,7,ELANSR,0.000000
EC-004-023SA,"Thermistor Probe, 100K Ohm, 300PSI, 29"" leads [4.188"" L]",THI100,"NTSF1104FZ178",THI500,"Thinking Electronic",1,5.880000000000000000,0.000000,5.880000,A,7,ELANSR,2000.000000
EC-004-024,"Thermistor Probe, 100K Ohm, 300PSI, 29"" leads [5.50"" L]",,"",,,1,5.540000000000000000,5.540000,5.540000,,7,ELANSR,30.000000
EC-004-025,"Thermistor Probe, 100K Ohm, 300PSI, 29"" leads [8.75"" L]",,"",,,1,5.850000000000000000,5.850000,5.850000,,7,ELANSR,30.000000
EC-004-026,"Thermistor Probe (PBC-36), white ABS cap, 72"" PVC insulated",,"",,,1,1.500000000000000000,1.500000,1.500000,,7,ELANSR,0.000000
EC-004-026IN,"INTERNAL Thermistor Probe (PBC-36), white ABS cap, 72""",,"",,,0,1.500000000000000000,1.500000,1.500000,A,7,ELANSR,0.000000
EC-004-027,"ELAN SERIAL PROGRAMMER II",,"",,,0,0.000000000000000000,5.858336,0.000000,A,7,ELANSR,0.000000
EC-004-028,"AVR Programmer ATAVRISP2",,"",,,1,37.500000000000000000,37.500000,37.500000,,7,ELANSR,0.000000
EC-004-030,"Elan Moisture Module (US Version)",,"",,,0,12.710343000000000000,11.000750,9.380000,C,7,ELANSR,0.000000
EC-004-030A001,"Elan Moisture Module (Global Version)",,"",,,0,12.143160680000000000,12.178095,12.151672,E,7,ELANSR,0.000000
EC-004-030A001SA,"Sub-assembly, Moisture Module (Global Version)",,"",,,0,6.319876000000000000,7.060875,6.319876,E,7,ELANSR,0.000000
EC-004-030A001SASMT,"SMT Portion for Moisture Module (Global Version)",,"",,,0,1.546551000000000000,1.568363,1.546551,E,14,ELANSR,0.000000
EC-004-030A001SATH,"TH Portion for Moisture Module (Global Version)",,"",,,0,4.773325000000000000,5.492512,4.773325,E,14,ELANSR,0.000000
EC-004-030SA,"Sub-assembly, Moisture Module",,"",,,0,4.086918000000000000,6.533320,5.400000,C,7,ELANSR,0.000000
EC-004-030SA1,"Moisture Module, Sub-assembly",,"",,,0,0.000000000000000000,0.000000,0.000000,,7,ELANSR,0.000000
EC-004-031,"Dual Temp TSTAT",,"",,,0,20.630000000000000000,2.540429,20.630000,INA,7,ELANSR,0.000000
EC-004-031A001,"Dual Temp TSTAT (Jackson WWS)",,"",,,0,14.194474348000000000,4.770497,14.194474,E,7,ELANSR,0.000000
EC-004-031A001IN,"INTERNAL ASSY of EC-004-031A001",,"",,,0,23.556429000000000000,7.160813,23.840000,INE,7,ELANSR,0.000000
EC-004-031A001SA,"",,"",,,0,0.000000000000000000,0.000000,0.000000,,7,ELANSR,0.000000
EC-004-031SA,"Sub-Assembly, Dual Temp TSTAT",,"",,,0,11.217907000000000000,0.000000,11.195981,D,7,ELANSR,0.000000
EC-004-031SASMT,"SMT portion of EC-004-031SA",,"",,,0,4.585610000000000000,0.000000,4.585610,D,14,ELANSR,0.000000
EC-004-031SATH,"TH Portion of EC-004-031",,"",,,0,6.632297000000000000,6.467773,6.632297,D,14,ELANSR,0.000000
EC-004-032,"Probe, 10K therm, 4.25""L x 0.25"" d. ss, no flange, 8"" cable",,"",,,1,1.850000000000000000,1.850000,1.850000,A,7,ELANSR,0.000000
EC-004-032A001,"Probe,10K therm, 4.25""Lx0.25"" d ss, no flnge,18"" cable Molex",,"",,,1,2.467257618000000000,5.103170,2.467258,A,7,ELANSR,0.000000
EC-004-032A001IN,"INTERNAL ASSY, EC-004-032A001 Probe",,"",,,0,2.250000000000000000,5.103170,2.250000,A,7,ELANSR,0.000000
EC-004-032A001SA,"Probe,10K therm, 4.25""Lx0.25"" d ss, no flnge,18"" cable Molex",THI100,"NTSF0103FZC42",THI500,"Thinking Probes",1,2.465000000000000000,2.465000,2.465000,,7,ELANSR,0.000000
EC-004-032A002,"Probe,10K therm, 2""Lx0.25"" d ss, no flnge,18"" cable Molex",,"",,,0,2.236000000000000000,2.262286,2.236000,A,7,ELANSR,0.000000
EC-004-032A002SA,"Probe NTSF0103FZC61 (PS: 50.8mm cap + new epoxy)",THI100,"NTSF0103FZC61",,,0,2.020000000000000000,2.020000,2.020000,,7,ELANSR,0.000000
EC-004-032A003,"Probe,FastResp,10K 1.58""Lx0.197""d ss, no flang18"" Molex",,"",,,1,2.096000000000000000,2.122286,2.096000,A,7,ELANSR,0.000000
EC-004-032A003SA,"Probe,FastResp,10K 1.58""Lx0.197""d ss, no flang18"" Molex",THI100,"NTSF0103FZC64 (è5.0*è4.0*40mm cap)",,,1,1.880000000000000000,1.880000,1.880000,,7,ELANSR,0.000000
EC-004-032A004,"RTD Probes",THI100,"NTSF0103FZE26",THI500,"Thinking Electronics",1,1.950000000000000000,1.950000,1.950000,,7,ELANSR,25.000000
EC-004-032A006,"RTD Probe",THI100,"NTSF0103FZE27",THI500,"Thinking Electronics",1,1.880000000000000000,1.880000,1.880000,,7,ELANSR,0.000000
EC-004-032A008,"Probe, 10K therm,4.0""L x 0.25_reduced D,Fast, 18""cable,Molex",,"",,,0,3.272647611000000000,2.221550,3.272648,A,7,ELANSR,183.000000
EC-004-032A008SA,"Subassembly for Probe 10K Therm 4.0LX.25 reduced D Fast 18"" ",THI100,"NTSF0103FZF75",,,1,3.271100000000000000,2.220000,3.271100,,7,ELANSR,0.000000
EC-004-032IN,"INTERNAL ASSY EC-004-032",SUR100,"",,,0,1.850000000000000000,1.850000,1.850000,A,7,ELANSR,0.000000
EC-004-032SA,"SubAssembly Probe, 10K therm, 4.25""L x 0.25"" d. ss, no flan",THI100,"NTSF0103FZA88",,,1,1.850000000000000000,1.850000,1.850000,,0,ELANSR,0.000000
EC-004-033A000,"NIC Module w/ BLUETOOTH-WIFI INTEGRATED ANTENNA",,"",,,0,0.000000000000000000,29.546282,22.730000,C,7,ELANSR,0.000000
EC-004-033A001,"Follett NIC Module w/ BLUETOOTH-WIFI INT ANTENNA STDSoftware",,"",,,0,34.078087268700000000,29.551824,34.078087,D,7,ELANSR,0.000000
EC-004-033A003,"Follett NIC Module w/ BLUETOOTH-WIFI INT ANTENNA SP Software",,"",,,0,22.128682000000000000,29.546282,22.128682,C,7,ELANSR,0.000000
EC-004-033B000,"NIC Module INTEGRATED ANTENNA NO HOUSING",,"",,,0,27.930125000000000000,27.939628,27.930125,B,7,ELANSR,60.000000
EC-004-033B002,"(ELANSR only)  NIC Module, Int Antenna, No Housing",,"",,,0,20.785616000000000000,27.685052,20.290000,B,7,ELANSR,0.000000
EC-004-033C000,"NIC Module w/ EXTERNAL Antenna and Housing",,"",,,0,0.000000000000000000,24.096282,22.730000,C,7,ELANSR,0.000000
EC-004-033D000,"NIC Module w/ EXTERNAL Antenna (no housing)",,"",,,0,0.000000000000000000,22.489628,20.400000,B,7,ELANSR,0.000000
EC-004-033SA1E,"SA of NIC EC-004-033 w EXTERNAL Antenna",,"",,,0,0.000000000000000000,22.195414,20.100000,B,7,ELANSR,0.000000
EC-004-033SA1I,"SA of NIC EC-004-033 w INTERNAL Antenna",,"",,,0,28.013321000000000000,27.645414,27.646400,B,7,ELANSR,0.000000
EC-004-033SA2,"Final Assembly for NIC -  packaging (no housing)",,"",,,0,0.256825210000000000,0.267314,0.256825,B,7,ELANSR,0.000000
